ID,Description,Entry_ID,Comment,Media_IDs,Semantic_Domain,alt_translation1
SN004284,press,LX003199,,,,сжимать
SN004285,press (perfective aspect); squeeze (perfective aspect),LX003200,,,,сжать; зажать
SN004286,press (imperfective aspect); squeeze (imperfective aspect),LX003201,,,,сжимать; зажимать
SN004287,compress (perfective aspect); press (perfective aspect),LX003202,,,,сжиматься; сжаться
SN004288,snuggle up (perfective aspect); cuddle (perfective aspect),LX003203,,,,прижиматься
SN004289,snuggle up (perfective aspect); cuddle (perfective aspect),LX003204,,,,прижиматься
SN004290,compress (perfective aspect); press (perfective aspect),LX003205,,,,сжиматься; сжаться
SN004291,press out (perfective aspect),LX003206,,,,выдавить
SN004292,mix,LX003207,,,,смешивать
SN004293,mix (perfective aspect),LX003208,,,,смешать
SN004294,mix (perfective aspect); blend (perfective aspect),LX003209,,,,смешать
SN004295,mix (imperfective aspect); blend (imperfective aspect),LX003210,,,,смешать
SN004296,mix (imperfective aspect); blend (imperfective aspect),LX003211,,,,смешиваться
SN004297,mix (perfective aspect); blend (perfective aspect),LX003212,,,,смешаться
SN004298,mix (perfective aspect); blend (perfective aspect),LX003213,,,,смешаться
SN004299,mixed,LX003214,,,,смешанный
SN004300,confusion; mess; chaos,LX003215,,,,неразбериха
SN004301,calm; quiet; tranquil,LX003216,,,,спокойный
SN004302,rock; block; clod,LX003217,,,,большой камень; глыба
SN004303,measure of grain,LX003218,,,Measure,мерка зерна
SN004304,muttering; mumbling; grunting,LX003219,,,,бормотание; бурчание
SN004305,mutter (imperfective aspect); grumble (imperfective aspect),LX003220,,,,бормотать; бурчать
SN004306,smithy; forge,LX003221,,,Tool; Housing & Lifestyle,кузница; помещение
SN004307,[equative clitic],LX003222,,,,[маркер сравнения]
SN004308,such,LX003223,,,,такой
SN004309,hare; rabbit; bunny,LX003224,,,Animal,заяц; кролик
SN004310,broom,LX003225,,,Tool,метла
SN004311,rough; grim,LX003226,,,,грубый
SN004312,lead,LX003227,,,,свинец
SN004313,grumble (imperfective aspect); mutter (imperfective aspect),LX003228,,,,бурчать
SN004314,golden eagle,LX003229,,,Animal; Loanword,беркут
SN004315,tuber,LX003230,,,Plant,длинный клубень
SN004316,plough,LX003231,,,Tool; Housing & Lifestyle,лемех
SN004317,dzhigit,LX003232,,,Loanword,джигит
SN004318,man,LX003232,,,Loanword,мужчина; молодец; красавчик
SN004319,[emphatic particle],LX003233,,,,[усиленная частица]
SN004320,courage; masculinity; manhood,LX003234,,,,мужество; мужественность
SN004321,brush; bunch; bundle,LX003235,,,,кисть; гроздь; пучок
SN004322,pancake,LX003236,,,Food,блин
SN004323,scratch,LX003237,,,,царапать; чесать
SN004324,scratch (perfective aspect),LX003238,,,,почесать; царапнуть
SN004325,scratch (imperfective aspect),LX003239,,,,чесать; царапать
SN004326,scratch (perfective aspect); scrape off (perfective aspect); rip off (perfective aspect),LX003240,,,,скрести; соскоблить; содрать
SN004327,callosity; blister,LX003241,,,,мозоль
SN004328,ghwazh,LX003242,,,Toponym,гъваж
SN004329,wrinkle (perfective aspect),LX003243,,,,сморщиться
SN004330,thin (perfective aspect); make thin (perfective aspect),LX003244,,,,утончать
SN004331,taper (perfective aspect); narrow (perfective aspect); become thin (perfective aspect),LX003245,,,,сужаться
SN004332,thin,LX003246,,,,тонкий
SN004333,thinly; subtly,LX003247,,,,тонко
SN004334,hither,sa-_1,,,,сюда
SN004335,before; in front,sa-_2,,,,переди
SN004336,[ante case suffix],-sa,,,,[локализация ‘перед’]
SN004337,in front; ago,sa,,,Time,впереди
SN004338,come (perfective aspect),LX003248,,,,прийти
SN004339,chase (perfective aspect); run (perfective aspect); drive (perfective aspect),LX003249,,,,погнать; гнать бегом; гонять
SN004340,come,LX003250,,,,приходить; приезжать; появляться
SN004341,shut up (perfective aspect),LX003251,,,,заткнуть
SN004342,touch (perfective aspect); stumble (perfective aspect),LX003252,,,,задеть; споткнуться
SN004343,block (perfective aspect),LX003253,,,,перегородить
SN004344,confiscate (perfective aspect),LX003254,,,,выиграть; отобрать; изъять
SN004345,cross (perfective aspect),LX003255,,,,перейти; дойти
SN004346,mature; ripe,LX003256,,,,зрелый; спелый
SN004347,come (perfective aspect); go (perfective aspect),LX003257,,,,прийти
SN004348,lead here (imperfective aspect),LX003258,,,,приводить
SN004349,lend (perfective aspect); submit (perfective aspect),LX003259,,,,дать в долг; подать
SN004350,carry hither (imperfective aspect),LX003260,,,,приносить
SN004351,come (imperfective aspect),LX003261,,,,приходить
SN004352,pin on (imperfective aspect); zip up (imperfective aspect); button up (imperfective aspect),LX003262,,,,застёгивать
SN004353,hatch (perfective aspect),LX003263,,,,вылупляться
SN004354,pin on (perfective aspect); zip up (perfective aspect); button up (perfective aspect),LX003264,,,,застегнуть(ся)
SN004355,collection,sabranija,,,Loanword,собрание
SN004356,crop,sabuq,,,Housing & Lifestyle,урожай
SN004357,harvest,sabuq,,,Housing & Lifestyle,страда; жатва
SN004358,meet; go to a meeting,LX003265,,,,навстречу идти; встретить (идти на встречу)
SN004359,patience,sabur,,,Loanword,терпение
SN004360,lead here (perfective aspect); bring here (perfective aspect),LX003266,,,,привести
SN004361,collide (perfective aspect),LX003267,,,,столкнуться
SN004362,sacrifice; alms,LX003268,,,Religion & Mythology; Loanword,жертвоприношение; подаяние
SN004363,come up with (perfective aspect); compose (perfective aspect),LX003269,,,,придумать; сочинить
SN004364,hang up (perfective aspect),sahaqij,,,,повесить
SN004365,pull up (perfective aspect); pick up (perfective aspect); put up (perfective aspect); uplift (perfective aspect),LX003270,,,,поставить; поднимать
SN004366,fly into (perfective aspect),LX003271,,,,прилетать
SN004367,apron,saiqan,,,,фартук
SN004368,take away (imperfective aspect),LX003272,,,,отбирать
SN004369,block (perfective aspect); obstruct (perfective aspect),LX003273,,,,заслонить; преграждать
SN004370,get stuck (perfective aspect),LX003274,,,,застрять
SN004371,enclose (perfective aspect),LX003275,,,,загородить
SN004372,safeguard (perfective aspect),LX003276,,,,охранять
SN004373,fresh pasture; lawn,LX003277,,,,свежее пастбище; луг; луговина
SN004374,fresh; new,LX003278,,,,свежий; новый
SN004375,front,sala_1,,,,перед
SN004376,before,sala_1,,,Time,раньше
SN004377,front,sala_2,,,,перед
SN004378,before,sala_2,,,Time,назад
SN004379,promote (perfective aspect),LX003279,,,,продвинуть
SN004380,outrun (perfective aspect); overtake (perfective aspect); outrun (perfective aspect),LX003280,,,,обгонять
SN004381,outrun (imperfective aspect); overtake (imperfective aspect); outrun (imperfective aspect),LX003281,,,,опережать
SN004382,outrun (perfective aspect),sala_bituqij,,,,обгонять
SN004383,outrun (imperfective aspect),LX003282,,,,опережать
SN004384,outrun (perfective aspect),sala_kabuqij,,,,опередить
SN004385,ahead of; before,salab_1,,,,впереди; перед
SN004386,ahead of; before,salab_2,,,,впереди; перед
SN004387,solar oil,LX003283,,,Loanword,солярка
SN004388,then,salarrace,,,,тогдашний
SN004389,soldier,saldat,,,Profession; Loanword,солдат
SN004390,easily,samatle,,,,легко
SN004391,sandpaper,samazu,,,,наждачная бумага
SN004392,box,sandug,,,Tool; Loanword,сундук
SN004393,Saniyat,Sanijat,,,Name,Саният
SN004394,skill,LX003284,,,Loanword,мастерство; навык; способность
SN004395,careful,saqce,,,,осторожный
SN004396,caution,saqdex,,,,осторожность
SN004397,beware (perfective aspect); take care of (perfective aspect),LX003285,,,,остерегаться; поберечься
SN004398,cautiously,saqle,,,,осторожно
SN004399,protect oneself (perfective aspect); be on the watch (perfective aspect),LX003286,,,,оберегаться
SN004400,bring here (perfective aspect); take here (perfective aspect),LX003287,,,,принести оттуда
SN004401,go there (perfective aspect),LX003288,,,,идти туда
SN004402,following year,LX003289,,,Time,в следующий год
SN004403,warn,sar_bursij,,,,предупреждать
SN004404,drive away (perfective aspect),LX003290,,,,отгонять
SN004405,take away by force (perfective aspect),LX003291,,,,угонять; отбирать насильно
SN004406,go away; leave; go in front,LX003292,,,,уходить
SN004407,lead away (imperfective aspect),LX003293,,,,уводить
SN004408,clean up (imperfective aspect); remove (imperfective aspect),LX003294,,,,убирать
SN004409,unfasten (perfective aspect); unbutton (perfective aspect),LX003295,,,,отстегивать; расстегнуть
SN004410,run away (imperfective aspect),sarbulqij,,,,убегать
SN004411,run away (perfective aspect),sarbuqij,,,,убежать
SN004412,remove; clean up,LX003296,,,,убрать
SN004413,go away; leave,LX003297,,,,уйти
SN004414,also; as well,LX003298,,,,также
SN004415,hang; hang on; hang up,saremqij,,,,вешать; повесить; развешать
SN004416,clean before (perfective aspect); remove before (perfective aspect),LX003299,,,,убрать перед
SN004417,hang out (perfective aspect); hang up (perfective aspect),LX003300,,,,развешивать; повесить
SN004418,visit (perfective aspect),LX003301,,,,навестить
SN004419,blow your nose (perfective aspect),LX003302,,,,высморкаться
SN004420,kidnapper,LX003303,,,,похититель
SN004421,pass by (imperfective aspect),LX003304,,,,пройти мимо
SN004422,put forward (perfective aspect),LX003305,,,,выдвинуть
SN004423,heal (perfective aspect); cure (perfective aspect),LX003306,,,,лечить; вылечить
SN004424,be treated (perfective aspect),LX003307,,,,лечиться
SN004425,healthy,LX003308,,,,здоровый
SN004426,whole,LX003308,,,,целый
SN004427,safely,LX003309,,,,благополучно
SN004428,bring (imperfective aspect),LX003310,,,,подносить
SN004429,curtain,LX003311,,,Housing & Lifestyle,занавеска
SN004430,push in (perfective aspect); slide (perfective aspect),LX003312,,,,задвинуть
SN004431,hire (perfective aspect),LX003313,,,,нанимать; брать напрокат
SN004432,tick,LX003314,,,Animal,клещ на животных
SN004433,take away (perfective aspect),LX003315,,,,отобрать
SN004434,much; as,LX003316,,,,как много
SN004435,until; long as; as,LX003316,,,,пока
SN004436,as soon as; next to; close,LX003317,,,,как только; мимо; рядом
SN004437,ghost; apparition; spook,LX003318,,,,привидение
SN004438,much; as,LX003319,,,,как много
SN004439,until; long as; as,LX003319,,,,пока
SN004440,bestow (imperfective aspect),LX003320,,,,дарить
SN004441,confer (perfective aspect),LX003321,,,,награждать
SN004442,servant,LX003322,,,,слуга
SN004443,sovkhoz; state farm,LX003323,,,Housing & Lifestyle; Loanword,совхоз
SN004444,Saschehn,LX003324,,,Measure; Loanword,сажень
SN004445,village head,selsawet,,,Profession; Loanword,сельсовет
SN004446,endeavor; try,LX003325,,,,стараться; постараться
SN004447,come (imperfective aspect),LX003326,,,,приходить
SN004448,black grouse; black-cock; heath-cock,LX003327,,,Animal,тетерев
SN004449,nimble; vigorous,LX003328,,,,бодрый; шустрый; энергичный
SN004450,energy,LX003329,,,,энергичность
SN004451,hazelnut,LX003330,,,Plant; Food,фундук
SN004452,anger,simi,,,,злость; гнев
SN004453,hate (perfective aspect),LX003331,,,,ненавидеть
SN004454,get angry (perfective aspect),simi_duqij,,,,разозлиться
SN004455,get angry (perfective aspect),LX003332,,,,разозлиться
SN004456,sunflower oil,LX003333,,,Food,подсолнечное масло
SN004457,appearance; dignity; look,LX003334,,,Loanword,внешний вид; достоинство (о человеке); лик
SN004458,milk skin,LX003335,,,,отходы от молока; слой на молоке; пленка на молоке
SN004459,Sirha,LX003336,,,Toponym,Сирха
SN004460,drawer,LX003337,,,Housing & Lifestyle,вьюшка; задвижка
SN004461,dictionary,slawar,,,Loanword,словарь
SN004462,husband,sub,,,Kinship,муж
SN004463,sister-in-law,LX003338,,,Kinship,золовка
SN004464,stepdaughter,LX003339,,,Kinship,падчерица
SN004465,spouses; married couple,LX003340,,,Kinship,супруги
SN004466,wedding gift,sukne,,,,свадебный подарок
SN004467,all,LX003341,,,,все
SN004468,Saturday,sult,,,Time,суббота
SN004469,kind of carpet,LX003342,,,Housing & Lifestyle,сумах; ковёр
SN004470,bag,LX003343,,,Clothes; Loanword,сумка
SN004471,saddlebag,LX003344,,,Tool,вьюк на одну сторону лошади
SN004472,box; chest,sundug,,,Tool; Loanword,сундук
SN004473,box; chest,LX003345,,,Tool; Loanword,сундук
SN004474,Sanzhi; Sanzhi person,sunglan_1,,,Demonym,санжинский; санжинец
SN004475,Sanzhi; Sanzhi person,sunglan_2,,,Demonym,санжинский; санжинец
SN004476,Sanzhi people,sungul,,,Demonym,санжинский народ
SN004477,responsibility,sunnat,,,,обязанность; долг
SN004478,circumcision,sunnat,,,Religion & Mythology; Loanword,обрезание
SN004479,circumcise (perfective aspect),LX003346,,,,обрезать
SN004480,mustache,supen,,,Body part,усы
SN004481,whisker,supen,,,,усы
SN004482,dung; excrement,LX003347,,,,помет
SN004483,treated leather,suran,,,,кожа обработанная
SN004484,lime; chalk,LX003348,,,,известь
SN004485,mortar; whitewash,LX003349,,,,раствор; известковый
SN004486,throat; neck,sus,,,Body part,горло
SN004487,goiter,LX003350,,,Body part,зоб
SN004488,Adam's apple,LX003351,,,Body part,кадык; адамово яблоко
SN004489,angina,LX003352,,,,ангина
SN004490,question,LX003353,,,Loanword,вопрос
SN004491,yesterday,LX003354,,,Time,вчера
SN004492,patience,LX003355,,,Loanword,терпение
SN004493,withstand (perfective aspect); be patient (perfective aspect),LX003356,,,,выдержать; потерпеть
SN004494,soap,LX003357,,,Housing & Lifestyle; Loanword,мыло
SN004495,wedge; swarf,LX003358,,,,клин; ломтик; кусок (чуду)
SN004496,greeting,LX003359,,,Loanword,приветсвие
SN004497,say hello (perfective aspect); greet (perfective aspect),LX003360,,,,поздороваться; приветствовать
SN004498,greet (imperfective aspect),LX003361,,,,здороваться
SN004499,greeting,LX003362,,,Loanword,приветствие
SN004500,alms,LX003363,,,,милостыня
SN004501,Sana,LX003364,,,Toponym,Сана
SN004502,sunny side,LX003365,,,,солнечная сторона
SN004503,Sanzhi,LX003366,,,,Санжи
SN004504,day before yesterday,LX003367,,,Time,позавчера
SN004505,measure of grain; wooden measurement; sakh,LX003368,,,Measure; Loanword,мерка зерна; деревянная мерка
SN004506,hour,LX003369,,,Time; Loanword,час
SN004507,watch; clock,LX003369,,,Tool,часы
SN004508,buckshot,LX003370,,,,дробь
SN004509,gravel; road-metal,LX003371,,,,щебёнка
SN004510,garlic,LX003372,,,Plant; Food,чеснок
SN004511,pestle; mortar,LX003373,,,,пестик; ступка
SN004512,rust,LX003374,,,,ржавчина
SN004513,sandpaper,LX003375,,,,наждачная бумага
SN004514,breath; respiration,LX003376,,,,дыхание; вздох
SN004515,breathe (imperfective aspect),LX003377,,,,дышать
SN004516,breathe (perfective aspect),LX003378,,,,вздохнуть; вздыхать; вдохнуть
SN004517,breathe in (imperfective aspect); breathe (imperfective aspect),LX003379,,,,вдохнуть; вдыхать
SN004518,breathe in (perfective aspect); breathe (perfective aspect); exhale (perfective aspect),LX003380,,,,вдохнуть; вдыхать; выдохнуть
SN004519,suffocate (perfective aspect),LX003381,,,,задыхаться
SN004520,inflate (perfective aspect),LX003382,,,,надуть
SN004521,witchcraft,LX003383,,,,колдовство
SN004522,magician; sorcerer; wizard,LX003384,,,Religion & Mythology; Profession,волшебник; фокусник
SN004523,pepper; paprika,LX003385,,,Plant; Food; Loanword,перец
SN004524,bear,LX003386,,,Animal,медведь
SN004525,fern,LX003387,,,Plant,папоротник
SN004526,rust (perfective aspect),LX003388,,,,ржаветь
SN004527,sob (perfective aspect); weep (perfective aspect),LX003389,,,,всхлипнуть
SN004528,sob (imperfective aspect),LX003390,,,,всхлипывать
SN004529,little wooden pipe,LX003391,,,,трубка для отвода мочи; деревянная трубка в люльке для отвода мочи ребёнка
SN004530,zero,LX003392,,,Loanword ; Numeral,ноль
SN004531,rezin; rosin,LX003393,,,,смола; резинка
SN004532,chewing gum; bubble-gum,LX003393,,,Food,жевательная резинка; жвачка
SN004533,party; fest; celebration; event,LX003394,,,,вечеринка; веселье; компания; мероприятие
SN004534,glass,LX003395,,,,стекло
SN004535,bile,LX003396,,,Body part,жёлч
SN004536,gallbladder,LX003397,,,Body part,желчный пузырь
SN004537,habit,LX003398,,,,привычка
SN004538,maned wolf,LX003399,,,Animal,гривастый волк
SN004539,lie; deception; fraud; trickery,LX003400,,,,ложь; обман
SN004540,lie (perfective aspect),LX003401,,,,врать
SN004541,lie (imperfective aspect),LX003402,,,,врать
SN004542,false; deceitful,LX003403,,,,лживый
SN004543,falsely,LX003404,,,,лживо
SN004544,cheater; deceiver; impostor; liar,LX003405,,,,лжец; врун
SN004545,smell; sniff,LX003406,,,Loanword,нюхать
SN004546,sniff (perfective aspect); snuff (perfective aspect); smell (perfective aspect),LX003407,,,,понюхать; сопеть
SN004547,sniff (imperfective aspect),LX003408,,,,нюхать
SN004548,smell (imperfective aspect); sniff (imperfective aspect),LX003409,,,,нюхать; сопеть
SN004549,suck (perfective aspect),LX003410,,,,сосать
SN004550,suck out (perfective aspect); smoke (perfective aspect),LX003411,,,,высосать; затянуть дым
SN004551,blind person,LX003412,,,,слепец
SN004552,dazzle (perfective aspect); make blind (perfective aspect); blind (perfective aspect),LX003413,,,,ослепить
SN004553,become blind (perfective aspect),LX003414,,,,слепнуть
SN004554,blind,LX003415,,,,слепой
SN004555,blindness,LX003416,,,,слепота
SN004556,twist (perfective aspect); twist (perfective aspect); swing around (perfective aspect),LX003417,,,,крутить
SN004557,twist (imperfective aspect); swing around (imperfective aspect); wind (imperfective aspect),LX003418,,,,крутиться; размахнуться
SN004558,unwind (perfective aspect); untwist (perfective aspect),LX003419,,,,размативать
SN004559,twist (perfective aspect); wind (perfective aspect),LX003420,,,,закрутить
SN004560,twist (imperfective aspect); swing around (imperfective aspect); wind (imperfective aspect),LX003421,,,,вертеться
SN004561,soot,LX003422,,,,сажа
SN004562,swing,LX003423,,,,качели
SN004563,rub,LX003424,,,,тереть
SN004564,rub (perfective aspect); wipe (perfective aspect),LX003425,,,,протереть
SN004565,rub (imperfective aspect); wipe (imperfective aspect),LX003426,,,,протирать
SN004566,picture; image; photo,LX003427,,,Loanword,картина; фотограф; изображение
SN004567,take pictures (perfective aspect); photograph (perfective aspect); take photos (perfective aspect),LX003428,,,,фотографировать
SN004568,camera,LX003429,,,Tool,фотоаппарат
SN004569,photographer,LX003429,,,Profession,фотограф
SN004570,draw (perfective aspect),LX003430,,,,нарисовать
SN004571,lime; whitewash,LX003431,,,,известь; известковый раствор
SN004572,wild leek; wild garlic; wild onion,LX003432,,,Plant; Food,черемша; лук победный
SN004573,rye,LX003433,,,Plant; Food,рожь
SN004574,hat; cap,LX003434,,,Clothes; Loanword,шапка; кепка
SN004575,joy; fun,LX003435,,,,радость; веселье
SN004576,gladly,LX003436,,,,радостно
SN004577,town; city,LX003437,,,Housing & Lifestyle; Loanword,город
SN004578,devil; Satan,LX003438,,,Religion & Mythology; Loanword,дьявол; сатана; чёрт
SN004579,demon; spirit; evil,LX003438,,,Religion & Mythology; Loanword,демон; злой дух
SN004580,mushroom,LX003439,,,Plant,гриб
SN004581,saint,LX003440,,,,святой
SN004582,feel,LX003441,,,,догадываться; ощущать; чувствовать
SN004583,feel (perfective aspect); notice (perfective aspect),LX003442,,,,догадываться; ощущать
SN004584,guess (imperfective aspect); feel (imperfective aspect),LX003443,,,,догадываться; ощущать; чувствовать
SN004585,ingenuity; sensitivity,LX003444,,,,догадливость; чуткость
SN004586,steel,LX003445,,,,сталь
SN004587,paddle,LX003446,,,,весло
SN004588,candle,LX003447,,,Tool; Loanword,свеча
SN004589,one year old ram,LX003448,,,Animal,молодой баран; годовалый баран; барашка
SN004590,young sheep,LX003449,,,Animal,овца молодая
SN004591,mold,LX003450,,,,плесень
SN004592,mold (perfective aspect),LX003451,,,,плесневеть
SN004593,Shamil,LX003452,,,Name,Шамиль
SN004594,antique gun,LX003453,,,,ружьё старинное
SN004595,ball,LX003454,,,Loanword,шарик
SN004596,lake,LX003455,,,,озеро
SN004597,law,LX003456,,,Religion & Mythology; Loanword,закон
SN004598,scarf,LX003457,,,Clothes; Loanword,шарф
SN004599,Shara,LX003458,,,Toponym,Шара
SN004600,walk,LX003459,,,,прогулка
SN004601,walk,LX003460,,,,гулять
SN004602,stroll,LX003461,,,,прогуляться
SN004603,get lazy (perfective aspect); relax (perfective aspect),LX003462,,,,стать ленивым; расслабиться
SN004604,hoarfrost,LX003463,,,,иней
SN004605,pus,LX003464,,,,гной
SN004606,chocolate,LX003465,,,Food; Loanword,шоколад
SN004607,scam,LX003466,,,,жульничество
SN004608,green (perfective aspect); become green (perfective aspect),LX003467,,,,зеленеть
SN004609,green,LX003468,,,Color,зелёный
SN004610,slate,LX003469,,,Loanword,шифер
SN004611,move (imperfective aspect),LX003470,,,,двигаться
SN004612,move (perfective aspect),LX003471,,,,пошевелиться
SN004613,ink,LX003472,,,Tool,чернила
SN004614,color,LX003473,,,,краска
SN004615,paint (perfective aspect),LX003474,,,,красить
SN004616,rustle (imperfective aspect),LX003475,,,,шуршать
SN004617,move quietly (imperfective aspect),LX003476,,,,тихо двигаться
SN004618,move a little (perfective aspect); stir (perfective aspect),LX003477,,,,пошевелиться
SN004619,juniper,LX003478,,,Plant,можжевельник
SN004620,hat,LX003479,,,Clothes; Loanword,шляпа
SN004621,muzzle,LX003480,,,,морда
SN004622,driver,LX003481,,,Profession; Loanword,шофер
SN004623,cavity; interior; funnel,LX003482,,,,воронка; впадина
SN004624,pond; puddle,LX003483,,,,пруд; лужа
SN004625,rock,LX003484,,,,скала
SN004626,artemisia; wormwood; sagebrush,LX003485,,,Plant,полынь обыкновенная
SN004627,whisper (imperfective aspect),LX003486,,,,шептать
SN004628,snout,LX003487,,,,рыло
SN004629,bottle,LX003488,,,Housing & Lifestyle; Loanword,бутылка
SN004630,saber; checker; sword,LX003489,,,Tool; Loanword,сабля; шашка
SN004631,slime; saliva,LX003490,,,,слизь; слюна
SN004632,salivate (perfective aspect),LX003491,,,,пускать слюну
SN004633,reed pipe; pipe; flute,LX003492,,,Musical instrument,свирель
SN004634,hiss,LX003493,,,,шипение
SN004635,direction; side,LX003494,,,,сторона;бок
SN004636,light,LX003495,,,,свет; сияние
SN004637,illumine (perfective aspect); illuminate (perfective aspect); light (perfective aspect),LX003496,,,,освещать; осветить; озарить
SN004638,light up (perfective aspect); shine (perfective aspect),LX003497,,,,озариться; светиться; светать
SN004639,dawn (perfective aspect),LX003498,,,,рассветать
SN004640,firefly,LX003499,,,Animal,светляк
SN004641,blue,LX003500,,,Color,голубой
SN004642,polar star,LX003501,,,,полярная звезда
SN004643,light colored; bright,LX003502,,,Color,светлый; яркий
SN004644,shine,LX003503,,,,свет
SN004645,light; brightly,LX003504,,,,светло; ярко
SN004646,side,LX003505,,,,бок
SN004647,doorframe,LX003506,,,,рама
SN004648,sideways,LX003507,,,,боком
SN004649,rib,LX003508,,,Body part,ребро
SN004650,to the side,LX003509,,,,в сторону
SN004651,on one side,LX003510,,,,на боку
SN004652,armpit; sinus,LX003511,,,Body part,подмышка; пазуха
SN004653,mint,LX003512,,,Plant; Food,мята
SN004654,villager,LX003513,,,,сельчанин
SN004655,stroll; walk,LX003514,,,,прогулка
SN004656,lizard,LX003515,,,Animal,ящерица
SN004657,village,LX003516,,,Housing & Lifestyle,село
SN004658,Shike,LX003517,,,Toponym,Шике
SN004659,rural,LX003518,,,,сельский
SN004660,dilute (perfective aspect); liquify (perfective aspect),LX003519,,,,разжижать
SN004661,watery; liquid,LX003520,,,,водянистый; жидкий
SN004662,moss,LX003521,,,Plant,мох
SN004663,cradle,LX003522,,,Housing & Lifestyle,люлка
SN004664,arched legs for cradles,LX003523,,,,дугообразные ножки люльки для качания
SN004665,peek (perfective aspect),LX003524,,,,пикнуть
SN004666,sad,LX003525,,,,печальный
SN004667,sadness; grief; melancholy; depression,LX003526,,,,грусть; тоска
SN004668,be sad (imperfective aspect); yearn (imperfective aspect),LX003527,,,,грустить; тосковать
SN004669,[ad-lative case suffix],LX003528,,,,[адлатив падеж суффикс]
SN004670,wither (perfective aspect),LX003529,,,,вянуть
SN004671,at side; next to,LX003530,,,,на стороне; рядом с
SN004672,tape-worm; intestinal worm,LX003531,,,Animal,глист; аскарида
SN004673,sniff; snuffle,LX003532,,,,сопеть
SN004674,turn (perfective aspect),LX003533,,,,превращаться
SN004675,slippers,LX003534,,,Clothes,тапочки
SN004676,swear; oath,taba,,,,присяга
SN004677,Tabasaran,tabasran_1,,,Demonym,табасаранец
SN004678,Tabasaran,tabasran_2,,,,табасаранский
SN004679,jump; skip,LX003535,,,,прыгать; скакать
SN004680,amputate (perfective aspect),LX003536,,,,ампутировать
SN004681,jump,LX003537,,,,прыгать
SN004682,jump (imperfective aspect),LX003538,,,,прыгать
SN004683,jump (imperfective aspect),LX003539,,,,прыгать
SN004684,jump (imperfective aspect),LX003540,,,,прыгать
SN004685,jump on (perfective aspect),LX003541,,,,попрыгать; прыгнуть; наброситься
SN004686,jump on (perfective aspect),LX003542,,,,вздрогнуть
SN004687,jump over (perfective aspect); jump off (perfective aspect),LX003543,,,,перепрыгнуть; спрыгнуть
SN004688,jump rope,LX003544,,,,скакалка
SN004689,kick (perfective aspect),LX003545,,,,пинать
SN004690,jump (imperfective aspect),LX003546,,,,прыгать
SN004691,jump up (perfective aspect),LX003547,,,,подпрыгнуть
SN004692,ability; method,LX003548,,,Loanword,способ; метод
SN004693,possibility,LX003548,,,Loanword,возможность
SN004694,well-being; health,LX003548,,,Loanword,здоровье; дела
SN004695,situation; circumstance; order,LX003549,,,,обстоятельство; положение; ситуация
SN004696,bale,LX003550,,,,тюк
SN004697,clan,tajp,,,Kinship,род
SN004698,horsecloth,takaltu,,,Tool,попона
SN004699,vain,LX003551,,,,напрасный
SN004700,in vain; just,LX003552,,,,попусту; напрасно; просто
SN004701,Tuesday,talat,,,Time,вторник
SN004702,happiness,LX003553,,,,счастье
SN004703,happy,LX003554,,,,счастливый
SN004704,ruler; governor,talqan,,,,правитель
SN004705,living room,LX003555,,,Housing & Lifestyle,гостиная комната
SN004706,greed,LX003556,,,,жадность
SN004707,end,taman,,,Loanword,конец
SN004708,end (perfective aspect); finish (perfective aspect),LX003557,,,,закончиться; кончаться
SN004709,complete (perfective aspect); finish (perfective aspect),LX003558,,,,завершать; доканчивать
SN004710,finish (imperfective aspect); complete (imperfective aspect),LX003559,,,,доканчивать; завершать
SN004711,come to an end (perfective aspect),LX003560,,,,завершаться
SN004712,surprise; astonishment,LX003561,,,Loanword,удивление
SN004713,amaze (perfective aspect); surprise (perfective aspect),LX003562,,,,поражать
SN004714,be surprised (perfective aspect); be astonished (perfective aspect),LX003563,,,,удивляться
SN004715,unusual; interesting; strange; surprising,LX003564,,,,необычный; интересный; странный; удивительный
SN004716,amazedly; strangely; surprisingly,LX003565,,,,удивленно; странно
SN004717,tobacco,tambaku,,,Loanword,табак
SN004718,snuffbox,LX003566,,,,табакерка
SN004719,punishment,LX003567,,,Loanword,наказание
SN004720,punish (perfective aspect),LX003568,,,,наказывать
SN004721,ottoman; trestle-bed; bunk,tamq,,,Housing & Lifestyle,тахта; топчан; койка
SN004722,appliance; kind of tool,tamqus,,,Tool,приспособление для работы
SN004723,kind of tool,tamug,,,Tool,палка для крепления ярма
SN004724,become acquainted (perfective aspect),LX003569,,,,познакомиться
SN004725,acquaintance,LX003570,,,,знакомство
SN004726,exactly; just,LX003571,,,,точно
SN004727,pistol,LX003572,,,Tool; Loanword,пистолет
SN004728,palm; hand,taq,,,Body part,ладонь
SN004729,clap (perfective aspect); applaud (perfective aspect),LX003573,,,,хлопать; аплодировать
SN004730,tractor,LX003574,,,Loanword; Tool,трактор
SN004731,weasel,LX003575,,,Animal,ласка
SN004732,history; date,LX003576,,,Loanword,история; число
SN004733,shake in all directions (imperfective aspect),LX003577,,,,трястись
SN004734,crock; pitcher; jar,tars,,,Tool; Housing & Lifestyle,глиняный кувшин; глиняный с острым верхом горшок
SN004735,traditional clay oven,tarum,,,Tool; Housing & Lifestyle,традиционная глинобитная печь
